Host_protein	Pathogen_Protein	Host_taxid	Pathogen_taxid
Q96EY1	P03129	9606	333760
Q99683	P69720	9606	11676
Q99683	P69721	9606	11676
Q99683	P69722	9606	11676
Q99683	P69723	9606	11676
Q96FJ2	P69258	9606	381517
Q96FJ2	P03508	9606	211044
Q99816	P0C706	9606	10376
Q99816	P18095	9606	11709
Q99816	Q02843	9606	11723
Q99816	Q3KSS4	9606	10376
P61604	P27958	9606	11108
P49368	P30119	9606	10377
Q99942	P03433	9606	211044
P49327	P30119	9606	10377
P31689	P30119	9606	10377
P60174	P27958	9606	11108
P40227	P30119	9606	10377
P55209	P27958	9606	11108
P48643	P30119	9606	10377
P43686	P30119	9606	10377
P29966	P27958	9606	11108
P46379	P30119	9606	10377
Q9NPA8	Q99AU3	9606	88776
Q14318	P27958	9606	11108
P80723	P27958	9606	11108
P68371	P27958	9606	11108
P62937	P27958	9606	11108
Q9HC07	P30119	9606	10377
P50402	P30119	9606	10377
Q06830	P27958	9606	11108
Q9NZM3	Q99IB8	9606	356411
Q00325	P27958	9606	11108
Q04941	P27958	9606	11108
Q15717	P27958	9606	11108
P49721	P30119	9606	10377
Q562R1	P27958	9606	11108
Q9P0L0	P27958	9606	11108
P62136	P30119	9606	10377
P60900	P30119	9606	10377
Q96FZ7	P03433	9606	211044
P27986	P03496	9606	211044
Q63ZY3	P30119	9606	10377
Q96EY1	P30119	9606	10377
Q99700	P30119	9606	10377
Q9Y230	P30119	9606	10377
Q9UNM6	P30119	9606	10377
Q9Y5L4	P30119	9606	10377
Q9Y6N5	P30119	9606	10377
Q9Y6C9	P30119	9606	10377
Q9BSY4	Q2PJP1	9606	363744
Q9BSY4	Q6DP94	9606	644788
Q96IK5	P03466	9606	211044
Q96IK5	P06827	9606	381517
Q96T21	P03433	9606	211044
Q9BWH2	P29991	9606	31635
Q9BXR0	P03433	9606	211044
Q96RT1	P03496	9606	211044
Q9BYX4	P03418	9606	11259
Q9BYX4	P69284	9606	11195
Q96MW5	P03508	9606	211044
P62269	P36313	9606	10299
P62136	P36313	9606	10299
P62829	P36313	9606	10298
P62805	P36313	9606	10298
Q71U36	P36313	9606	10298
Q96P70	B4URF5	9606	382835
Q9H492	P04608	9606	11676
Q9NZL4	Q9DUG7	9606	10632
Q9Y6N5	Q9DUG7	9606	10632
Q9UL15	Q9DUG7	9606	10632
Q9UNE7	Q9DUG7	9606	10632
Q9HD40	P04591	9606	11706
P28799	P03199	9606	10377
P28799	P0C762	9606	10376
P78310	P36711	9606	28282
Q05086	P36799	9606	10614
P30419	P04591	9606	11676
Q9NR19	Q2I360	9606	10407
Q9NRD5	Q3KSR8	9606	10376
Q9NRD5	Q3KSS4	9606	10376
Q9NTG7	P04608	9606	11676
Q9NTK5	P03433	9606	211044
Q9NTK5	P04591	9606	11706
P29353	P03495	9606	381517
Q9NX74	P03496	9606	211044
Q9H0E9	B4URF5	9606	382835
Q9P0K7	P29991	9606	31635
P40429	P03496	9606	211044
Q9Y6H1	P08563	9606	11043
Q9Y676	P03203	9606	10376
Q9Y4K3	P03186	9606	10376
P35232	P03070	9606	10633
Q9Y3B7	P04591	9606	11706
Q9Y371	Q69139	9606	10376
P62805	P35256	9606	33727
P68431	P35256	9606	33727
P84243	P35256	9606	33727
Q00325	P35256	9606	33727
Q14145	P35256	9606	33727
Q71DI3	P35256	9606	33727
Q71U36	P35256	9606	33727
Q9Y5P4	P03452	9606	211044
P35568	P03070	9606	10633
P35568	P03495	9606	381517
P29590	P08393	9606	10298
P35580	O41941	9606	33708
Q8N163	D1LN35	9606	680716
Q9HAV7	D1LN35	9606	680716
Q9Y224	D1LN35	9606	680716
P29692	B4URF5	9606	382835
Q13625	P29991	9606	31635
Q7Z6G3	P29882	9606	10377
Q08379	P29882	9606	10377
P53618	P29882	9606	10377
Q6NUQ1	P29882	9606	10377
Q96CV9	P29882	9606	10377
P40337	P35963	9606	362651
Q13813	P89884	9606	33708
Q9UJC3	P29991	9606	31635
P63279	P29991	9606	31635
P34931	P29991	9606	31635
P30041	P29991	9606	31635
P51648	P29991	9606	31635
P49327	P29991	9606	31635
Q13813	P29991	9606	31635
Q08379	P29991	9606	31635
Q12959	P04019	9606	10580
Q8WXH0	P29991	9606	31635
Q15154	P29991	9606	31635
Q7Z406	P29991	9606	31635
Q8WUM4	P29991	9606	31635
Q86UP2	P29991	9606	31635
Q8IVP5	P29991	9606	31635
Q92667	P29991	9606	31635
Q9NX95	P29991	9606	31635
Q14188	P03129	9606	333760
P24158	P0C1C6	9606	928303
P27348	P0C1C6	9606	928303
P31946	P0C1C6	9606	928303
P52630	P0C1C6	9606	928303
P61626	P0C1C6	9606	928303
P61981	P0C1C6	9606	928303
P62258	P0C1C6	9606	928303
P62805	P0C1C6	9606	928303
P63104	P0C1C6	9606	928303
Q13185	P0C1C6	9606	928303
Q14974	P0C1C6	9606	928303
P11021	P0C1C7	9606	121791
P22626	P0C1C7	9606	121791
P27348	P0C1C7	9606	121791
P31942	P0C1C7	9606	121791
P31946	P0C1C7	9606	121791
P52630	P0C1C7	9606	121791
P61981	P0C1C7	9606	121791
P62258	P0C1C7	9606	121791
P62805	P0C1C7	9606	121791
P63104	P0C1C7	9606	121791
Q14974	P0C1C7	9606	121791
P46781	B4URF5	9606	382835
P62753	P0C6U8	9606	227859
P14618	P0C701	9606	10376
Q16891	P0C706	9606	10376
Q96EP0	P0C706	9606	10376
Q9Y371	P0C722	9606	10376
Q13576	P0C731	9606	10376
P0DMV8	P0C732	9606	10376
P0DMV9	P0C732	9606	10376
P10809	P0C732	9606	10376
P11021	P0C732	9606	10376
P12236	P0C732	9606	10376
P13010	P0C732	9606	10376
P13674	P0C732	9606	10376
P14868	P0C732	9606	10376
P15531	P0C732	9606	10376
P15880	P0C732	9606	10376
P16402	P0C732	9606	10376
P17844	P0C732	9606	10376
P18124	P0C732	9606	10376
P19338	P0C732	9606	10376
P22626	P0C732	9606	10376
P23246	P0C732	9606	10376
P25705	P0C732	9606	10376
P26373	P0C732	9606	10376
P26599	P0C732	9606	10376
P27635	P0C732	9606	10376
P29966	P0C732	9606	10376
P30050	P0C732	9606	10376
P32969	P0C732	9606	10376
P35268	P0C732	9606	10376
P41252	P0C732	9606	10376
P42704	P0C732	9606	10376
P46776	P0C732	9606	10376
P46781	P0C732	9606	10376
P47756	P0C732	9606	10376
P47897	P0C732	9606	10376
P49207	P0C732	9606	10376
P49755	P0C732	9606	10376
P50213	P0C732	9606	10376
P51649	P0C732	9606	10376
P52272	P0C732	9606	10376
P52907	P0C732	9606	10376
P55060	P0C732	9606	10376
P60709	P0C732	9606	10376
P61247	P0C732	9606	10376
P61254	P0C732	9606	10376
P61978	P0C732	9606	10376
P62241	P0C732	9606	10376
P62249	P0C732	9606	10376
P62263	P0C732	9606	10376
P62266	P0C732	9606	10376
P62269	P0C732	9606	10376
P62277	P0C732	9606	10376
P62280	P0C732	9606	10376
P62316	P0C732	9606	10376
P62424	P0C732	9606	10376
P62701	P0C732	9606	10376
P62753	P0C732	9606	10376
P62829	P0C732	9606	10376
P62841	P0C732	9606	10376
P62851	P0C732	9606	10376
P62899	P0C732	9606	10376
P62913	P0C732	9606	10376
P62917	P0C732	9606	10376
P83731	P0C732	9606	10376
Q00610	P0C732	9606	10376
Q01105	P0C732	9606	10376
Q04837	P0C732	9606	10376
Q07020	P0C732	9606	10376
Q07666	P0C732	9606	10376
Q07955	P0C732	9606	10376
Q12906	P0C732	9606	10376
Q13200	P0C732	9606	10376
Q13576	P0C732	9606	10376
Q14103	P0C732	9606	10376
Q14257	P0C732	9606	10376
Q15233	P0C732	9606	10376
Q15293	P0C732	9606	10376
Q15365	P0C732	9606	10376
Q15366	P0C732	9606	10376
Q3ZCQ8	P0C732	9606	10376
Q8N726	P0C732	9606	10376
Q8NC51	P0C732	9606	10376
Q92616	P0C732	9606	10376
Q96C36	P0C732	9606	10376
Q99623	P0C732	9606	10376
Q9BPW8	P0C732	9606	10376
Q9BVK6	P0C732	9606	10376
Q9HAV7	P0C732	9606	10376
Q9HCC0	P0C732	9606	10376
Q14257	P03126	9606	333760
Q9UNE7	P0C732	9606	10376
Q9Y230	P0C732	9606	10376
Q9Y265	P0C732	9606	10376
P62136	P0C734	9606	10376
P28799	P0C736	9606	10376
P10301	P0C739	9606	10377
P10620	P0C739	9606	10377
P10909	P0C739	9606	10377
P11166	P0C739	9606	10377
P11717	P0C739	9606	10377
P15151	P0C739	9606	10377
P15586	P0C739	9606	10377
P16070	P0C739	9606	10377
P16615	P0C739	9606	10377
P17302	P0C739	9606	10377
P18859	P0C739	9606	10377
P21964	P0C739	9606	10377
P23634	P0C739	9606	10377
P25445	P0C739	9606	10377
P27105	P0C739	9606	10377
P27797	P0C739	9606	10377
P27824	P0C739	9606	10377
P29966	P0C739	9606	10377
P30101	P0C739	9606	10377
P30519	P0C739	9606	10377
P35613	P0C739	9606	10377
P36542	P0C739	9606	10377
P39656	P0C739	9606	10377
P40616	P0C739	9606	10377
P42166	P0C739	9606	10377
P42704	P0C739	9606	10377
P42858	P0C739	9606	10377
P42892	P0C739	9606	10377
P43304	P0C739	9606	10377
P46977	P0C739	9606	10377
P48047	P0C739	9606	10377
P50402	P0C739	9606	10377
P50416	P0C739	9606	10377
P51148	P0C739	9606	10377
P53618	P0C739	9606	10377
P53621	P0C739	9606	10377
P53701	P0C739	9606	10377
P55786	P0C739	9606	10377
P60468	P0C739	9606	10377
P61619	P0C739	9606	10377
P62834	P0C739	9606	10377
Q00341	P0C739	9606	10377
Q03518	P0C739	9606	10377
Q12846	P0C739	9606	10377
Q13586	P0C739	9606	10377
Q13637	P0C739	9606	10377
Q9Y4K3	F5HAM0	9606	10359
Q14108	P0C739	9606	10377
P29590	F5HCM1	9606	10359
Q14257	P0C739	9606	10377
Q14699	P0C739	9606	10377
P09874	F5HCV3	9606	37296
Q14728	P0C739	9606	10377
Q14974	P0C739	9606	10377
Q15392	P0C739	9606	10377
P63279	F5HCV3	9606	37296
Q06330	F5HCV3	9606	37296
Q16891	P0C739	9606	10377
O15294	F5HE12	9606	10359
Q3SXM5	P0C739	9606	10377
Q53H12	P0C739	9606	10377
Q5XKP0	P0C739	9606	10377
Q6IAA8	P0C739	9606	10377
Q6PIU2	P0C739	9606	10377
O15533	F5HEU0	9606	10359
Q6PML9	P0C739	9606	10377
Q70UQ0	P0C739	9606	10377
Q7Z434	P0C739	9606	10377
Q13546	F5HEZ4	9606	37296
Q86UQ4	P0C739	9606	10377
Q86VP6	P0C739	9606	10377
Q09472	F5HF68	9606	868565
Q86Y82	P0C739	9606	10377
Q8IV08	P0C739	9606	10377
Q8IXI2	P0C739	9606	10377
Q92793	F5HF68	9606	868565
Q8N2K0	P0C739	9606	10377
Q8N357	P0C739	9606	10377
Q8NBX0	P0C739	9606	10377
Q8TCT9	P0C739	9606	10377
Q8WVM8	P0C739	9606	10377
Q92538	P0C739	9606	10377
Q92616	P0C739	9606	10377
Q969N2	P0C739	9606	10377
Q969X5	P0C739	9606	10377
Q96AQ6	P0C739	9606	10377
Q96BR5	P0C739	9606	10377
Q96IX5	P0C739	9606	10377
Q96JJ7	P0C739	9606	10377
Q96N66	P0C739	9606	10377
Q96P70	P0C739	9606	10377
Q99536	P0C739	9606	10377
Q99653	P0C739	9606	10377
Q9BSA9	P0C739	9606	10377
Q9BSJ8	P0C739	9606	10377
Q9BTU6	P0C739	9606	10377
Q9H2V7	P0C739	9606	10377
Q9H3N1	P0C739	9606	10377
Q9H4G4	P0C739	9606	10377
Q9H6Y7	P0C739	9606	10377
Q9H936	P0C739	9606	10377
Q9HBH5	P0C739	9606	10377
Q9HC07	P0C739	9606	10377
Q9HD45	P0C739	9606	10377
Q9HDC9	P0C739	9606	10377
Q9NP72	P0C739	9606	10377
Q9NQC3	P0C739	9606	10377
Q9NTJ5	P0C739	9606	10377
Q9NX63	P0C739	9606	10377
Q9NXS2	P0C739	9606	10377
Q9NZ01	P0C739	9606	10377
Q9NZC7	P0C739	9606	10377
Q9P035	P0C739	9606	10377
Q9P0L0	P0C739	9606	10377
Q9P2E9	P0C739	9606	10377
Q9UBG0	P0C739	9606	10377
Q9UGP8	P0C739	9606	10377
Q9UHL4	P0C739	9606	10377
Q9UJZ1	P0C739	9606	10377
Q9Y282	P0C739	9606	10377
Q9Y394	P0C739	9606	10377
Q9Y4P3	P0C739	9606	10377
Q9Y5M8	P0C739	9606	10377
Q9Y673	P0C739	9606	10377
Q9Y6C9	P0C739	9606	10377
Q9Y6N5	P0C739	9606	10377
P63010	P0C762	9606	10376
P62805	P0C765	9606	652953
P68371	P0C765	9606	652953
Q00325	P0C765	9606	652953
Q71U36	P0C765	9606	652953
Q9BYX4	P0C765	9606	652953
P67775	P03081	9606	10633
P78527	P04608	9606	11676
P0CG48	P03186	9606	10376
P0CG48	P08393	9606	10299
Q14974	P03126	9606	333760
Q14978	P03129	9606	333760
Q14978	P04591	9606	11706
P84077	P04601	9606	11676
P42574	P17382	9606	10585
P27449	P0CK45	9606	10559
P28799	P0CK47	9606	10377
P46379	P0CK47	9606	10377
Q9Y228	P0CK47	9606	10377
P11166	P0CK49	9606	10377
P11717	P0CK49	9606	10377
P16070	P0CK49	9606	10377
P16615	P0CK49	9606	10377
P24557	P0CK49	9606	10377
P25445	P0CK49	9606	10377
P31689	P0CK49	9606	10377
P40616	P0CK49	9606	10377
P60468	P0CK49	9606	10377
Q13637	P0CK49	9606	10377
Q16891	P0CK49	9606	10377
Q6IAA8	P0CK49	9606	10377
Q70UQ0	P0CK49	9606	10377
Q8N2K0	P0CK49	9606	10377
Q8N490	P0CK49	9606	10377
Q969X5	P0CK49	9606	10377
Q96IX5	P0CK49	9606	10377
Q96JJ7	P0CK49	9606	10377
Q96N66	P0CK49	9606	10377
Q9BWM7	P0CK49	9606	10377
Q9H2V7	P0CK49	9606	10377
Q9HC07	P0CK49	9606	10377
Q9NP72	P0CK49	9606	10377
Q9NQC3	P0CK49	9606	10377
Q9UGP8	P0CK49	9606	10377
Q9UHL4	P0CK49	9606	10377
Q9Y5M8	P0CK49	9606	10377
Q9Y6N5	P0CK49	9606	10377
Q8TF72	P0CK53	9606	10377
Q96CV9	P0CK53	9606	10377
P10398	P0CK56	9606	10377
P10909	P0CK56	9606	10377
P11047	P0CK56	9606	10377
P11166	P0CK56	9606	10377
P11717	P0CK56	9606	10377
P12004	P0CK56	9606	10377
P12110	P0CK56	9606	10377
P12111	P0CK56	9606	10377
P13489	P0CK56	9606	10377
P14868	P0CK56	9606	10377
P16070	P0CK56	9606	10377
P16615	P0CK56	9606	10377
P25445	P0CK56	9606	10377
P27824	P0CK56	9606	10377
P29966	P0CK56	9606	10377
P30153	P0CK56	9606	10377
P31689	P0CK56	9606	10377
P35613	P0CK56	9606	10377
P39656	P0CK56	9606	10377
P40227	P0CK56	9606	10377
P40616	P0CK56	9606	10377
P41252	P0CK56	9606	10377
P42892	P0CK56	9606	10377
P43686	P0CK56	9606	10377
P46379	P0CK56	9606	10377
P48643	P0CK56	9606	10377
P49368	P0CK56	9606	10377
P50402	P0CK56	9606	10377
P51571	P0CK56	9606	10377
P53621	P0CK56	9606	10377
P55145	P0CK56	9606	10377
P60468	P0CK56	9606	10377
Q96ST8	P88983	9606	33708
Q00341	P0CK56	9606	10377
Q01650	P0CK56	9606	10377
Q02809	P0CK56	9606	10377
Q6UXV4	P88988	9606	33708
Q13586	P0CK56	9606	10377
Q13637	P0CK56	9606	10377
Q14204	P0CK56	9606	10377
Q01082	P88993	9606	33708
Q15643	P88993	9606	33708
Q14257	P0CK56	9606	10377
Q14699	P0CK56	9606	10377
Q15165	P0CK56	9606	10377
Q15005	P88995	9606	33708
Q27J81	P0CK56	9606	10377
Q5VV42	P0CK56	9606	10377
Q63HK5	P0CK56	9606	10377
Q63ZY3	P0CK56	9606	10377
Q70UQ0	P0CK56	9606	10377
Q86VP6	P0CK56	9606	10377
Q8N2K0	P0CK56	9606	10377
Q92538	P0CK56	9606	10377
Q92616	P0CK56	9606	10377
Q969X5	P0CK56	9606	10377
Q96EY1	P0CK56	9606	10377
Q96IX5	P0CK56	9606	10377
Q96JJ7	P0CK56	9606	10377
Q96N66	P0CK56	9606	10377
Q99439	P0CK56	9606	10377
Q99653	P0CK56	9606	10377
Q9BT22	P0CK56	9606	10377
Q9BWM7	P0CK56	9606	10377
Q9H936	P0CK56	9606	10377
Q9HC07	P0CK56	9606	10377
Q9HDC9	P0CK56	9606	10377
Q9NP72	P0CK56	9606	10377
Q9NRP0	P0CK56	9606	10377
Q9NXS2	P0CK56	9606	10377
Q07812	P89884	9606	33708
Q9UBG0	P0CK56	9606	10377
Q9UHD8	P0CK56	9606	10377
Q9UHL4	P0CK56	9606	10377
Q00325	P90495	9606	37296
Q9Y230	P0CK56	9606	10377
Q9Y285	P0CK56	9606	10377
Q9Y5M8	P0CK56	9606	10377
Q9Y6C9	P0CK56	9606	10377
Q71U36	P90495	9606	37296
Q9Y6N5	P0CK56	9606	10377
Q8NC56	P90495	9606	37296
Q96HS1	P90495	9606	37296
P16070	P0CK58	9606	10377
P16615	P0CK58	9606	10377
P23634	P0CK58	9606	10377
P27105	P0CK58	9606	10377
P27797	P0CK58	9606	10377
P31689	P0CK58	9606	10377
P35613	P0CK58	9606	10377
P43686	P0CK58	9606	10377
P50402	P0CK58	9606	10377
P51809	P0CK58	9606	10377
P60468	P0CK58	9606	10377
Q04917	P0CK58	9606	10377
Q12959	P0CK58	9606	10377
Q13308	P0CK58	9606	10377
Q13586	P0CK58	9606	10377
Q14257	P0CK58	9606	10377
Q14699	P0CK58	9606	10377
Q27J81	P0CK58	9606	10377
Q63ZY3	P0CK58	9606	10377
Q6IAA8	P0CK58	9606	10377
Q70UQ0	P0CK58	9606	10377
Q86Y82	P0CK58	9606	10377
O95816	H2A1D8	9606	10366
P07437	H2A1D8	9606	10366
Q8WUM4	P0CK58	9606	10377
P49411	H2A1D8	9606	10366
Q3ZCQ8	H2A1D8	9606	10366
Q71U36	H2A1D8	9606	10366
Q96AQ6	P0CK58	9606	10377
Q96N66	P0CK58	9606	10377
Q9H0E2	P0CK58	9606	10377
Q9NP72	P0CK58	9606	10377
Q9NVI7	P0CK58	9606	10377
Q9NXS2	P0CK58	9606	10377
Q9Y282	P0CK58	9606	10377
Q9Y5M8	P0CK58	9606	10377
Q9Y6I3	P0CK58	9606	10377
Q9Y6N5	P0CK58	9606	10377
Q13227	P03496	9606	211044
Q13227	P03126	9606	333760
O00299	H9XIJ5	9606	392809
O15287	H9XIJ5	9606	392809
O75891	H9XIJ5	9606	392809
O75953	H9XIJ5	9606	392809
O75955	H9XIJ5	9606	392809
P04083	H9XIJ5	9606	392809
P05165	H9XIJ5	9606	392809
P0CG48	H9XIJ5	9606	392809
P12004	H9XIJ5	9606	392809
P15104	H9XIJ5	9606	392809
P17655	H9XIJ5	9606	392809
P23141	H9XIJ5	9606	392809
P47712	H9XIJ5	9606	392809
P61916	H9XIJ5	9606	392809
P62937	H9XIJ5	9606	392809
Q14728	H9XIJ5	9606	392809
Q92667	H9XIJ5	9606	392809
Q9H3M7	H9XIJ5	9606	392809
Q07812	P68451	9606	31531
Q16611	P68451	9606	31531
Q13794	P68451	9606	31531
Q92934	P68451	9606	31531
Q9BXH1	P68451	9606	31531
Q00610	P68466	9606	10254
Q01082	P68466	9606	10254
Q08AE8	P68466	9606	10254
Q13085	P68466	9606	10254
Q9HCC0	P68466	9606	10254
Q9Y4K3	P68467	9606	10249
Q13283	P21605	9606	10254
Q15596	P04608	9606	11676
Q71U36	Q00335	9606	10884
Q15643	P29991	9606	31635
Q13315	P03433	9606	211044
Q01105	P68951	9606	28285
Q06830	P69284	9606	11195
Q71U36	P69284	9606	11195
Q9BUN8	P09727	9606	10360
Q99816	P10220	9606	10298
Q15056	P10225	9606	10299
P27348	P10230	9606	10298
P31946	P10230	9606	10298
P61981	P10230	9606	10298
P62258	P10230	9606	10298
Q04917	P10230	9606	10298
Q01081	P10233	9606	10298
Q5TAQ9	P10233	9606	10298
Q9H3M7	P10233	9606	10298
Q9C0C7	P69720	9606	11676
Q7Z6Z7	P69720	9606	11676
Q86VP6	P69720	9606	11676
Q9BZK7	P69720	9606	11676
Q9NR30	P69720	9606	11676
Q7Z6Z7	P69721	9606	11676
Q86VP6	P69721	9606	11676
Q9C0C7	P69721	9606	11676
Q9BZK7	P69721	9606	11676
Q9NR30	P69721	9606	11676
Q9C0C7	P69723	9606	11676
Q9NR30	P69722	9606	11676
Q7Z6Z7	P69722	9606	11676
Q86VP6	P69722	9606	11676
Q9C0C7	P69722	9606	11676
Q9BZK7	P69722	9606	11676
Q9BZK7	P69723	9606	11676
O14818	A5Z256	9606	440390
O75348	A5Z256	9606	440390
P03973	A5Z256	9606	440390
P15104	A5Z256	9606	440390
Q15365	A5Z256	9606	440390
Q8N668	A5Z256	9606	440390
Q7Z6Z7	P69723	9606	11676
Q86VP6	P69723	9606	11676
Q9NR30	P69723	9606	11676
Q8WUM4	P69730	9606	11670
P07910	A6H4P0	9606	11276
Q9NVH1	P69901	9606	10580
Q14318	P69901	9606	10580
Q13586	P69901	9606	10580
Q02809	P69901	9606	10580
Q01650	P69901	9606	10580
Q02978	P69901	9606	10580
Q03518	P69901	9606	10580
Q13308	P69901	9606	10580
Q12846	P69901	9606	10580
Q15758	P69901	9606	10580
Q14699	P69901	9606	10580
Q5K4L6	P69901	9606	10580
Q15165	P69901	9606	10580
Q53GQ0	P69901	9606	10580
Q16891	P69901	9606	10580
Q3ZCQ8	P69901	9606	10580
Q7Z434	P69901	9606	10580
Q6PCB7	P69901	9606	10580
Q5VV42	P69901	9606	10580
Q6NZI2	P69901	9606	10580
Q6PIU2	P69901	9606	10580
Q70UQ0	P69901	9606	10580
Q8IXI2	P69901	9606	10580
Q8IV08	P69901	9606	10580
Q8IZ52	P69901	9606	10580
Q8N2K0	P69901	9606	10580
Q92629	P69901	9606	10580
Q8TCJ2	P69901	9606	10580
Q8TB36	P69901	9606	10580
Q8WVM8	P69901	9606	10580
Q969X5	P69901	9606	10580
Q96AQ6	P69901	9606	10580
Q9BT22	P69901	9606	10580
Q96EY1	P69901	9606	10580
Q96DZ1	P69901	9606	10580
Q96CS3	P69901	9606	10580
Q9NTJ5	P69901	9606	10580
Q96TC7	P69901	9606	10580
Q96IX5	P69901	9606	10580
Q96HH9	P69901	9606	10580
Q96S55	P69901	9606	10580
Q96JJ7	P69901	9606	10580
Q96N66	P69901	9606	10580
Q9BSJ8	P69901	9606	10580
Q99623	P69901	9606	10580
Q99653	P69901	9606	10580
Q9BPW8	P69901	9606	10580
Q9HC07	P69901	9606	10580
Q9BVC6	P69901	9606	10580
Q9BWM7	P69901	9606	10580
Q9NRP0	P69901	9606	10580
Q9H2V7	P69901	9606	10580
Q9BZQ6	P69901	9606	10580
Q9H936	P69901	9606	10580
Q9HD45	P69901	9606	10580
Q9HD20	P69901	9606	10580
Q9HDC9	P69901	9606	10580
Q9NP58	P69901	9606	10580
Q9NP72	P69901	9606	10580
Q9UHG3	P69901	9606	10580
Q9NX63	P69901	9606	10580
Q9NVI7	P69901	9606	10580
Q9NZ01	P69901	9606	10580
Q9NXS2	P69901	9606	10580
Q9P2E9	P69901	9606	10580
Q9P0L0	P69901	9606	10580
Q9UH62	P69901	9606	10580
Q9UGP8	P69901	9606	10580
Q9ULG6	P69901	9606	10580
Q9UHL4	P69901	9606	10580
Q9Y4W6	P69901	9606	10580
Q9Y4P3	P69901	9606	10580
Q9UNL2	P69901	9606	10580
Q9Y678	P69901	9606	10580
Q9Y5M8	P69901	9606	10580
Q15758	P08563	9606	11043
Q01094	P03255	9606	28285
Q9Y6N5	P69901	9606	10580
Q01094	P06788	9606	333761
Q9Y6C9	P69901	9606	10580
P09874	P03087	9606	10633
Q71U36	Q01220	9606	10254
Q15942	P03496	9606	211044
P49848	B4URF5	9606	382835
Q01860	P03255	9606	28285
P43034	P04608	9606	11676
Q16656	P03431	9606	211044
Q13576	P89884	9606	33708
O95816	A8E1C4	9606	69156
P07437	A8E1C4	9606	69156
P07900	A8E1C4	9606	69156
P11021	A8E1C4	9606	69156
P34932	A8E1C4	9606	69156
P49368	A8E1C4	9606	69156
P49411	A8E1C4	9606	69156
P52597	A8E1C4	9606	69156
P68371	A8E1C4	9606	69156
Q71U36	A8E1C4	9606	69156
P34931	A8E1H1	9606	69156
Q96QK1	A8E1H1	9606	69156
Q9Y572	A8E1H1	9606	69156
P43243	P29991	9606	31635
P50995	P08563	9606	11043
P45984	P03495	9606	381517
P51532	P04608	9606	11676
P45984	P03428	9606	211044
P51610	P30020	9606	10324
P45984	P03496	9606	211044
P10746	P03433	9606	211044
P50990	P09992	9606	11624
Q13153	Q02840	9606	11723
Q92556	Q02840	9606	11723
Q92608	Q02840	9606	11723
Q13501	P04608	9606	11676
Q13501	P12504	9606	11698
P49368	P09992	9606	11624
P48643	P09992	9606	11624
P17987	P09992	9606	11624
P40227	P09992	9606	11624
P50991	P09992	9606	11624
P78371	P09992	9606	11624
Q71U36	P09992	9606	11624
Q99832	P09992	9606	11624
Q09472	O12161	9606	388812
Q9NX74	Q1I2B3	9606	370129
Q96MW5	Q1I2B4	9606	370129
Q96RT1	Q1I2B4	9606	370129
Q4J6C6	Q20P38	9606	380337
Q96MW5	Q20P38	9606	380337
Q13526	P04585	9606	11676
P11310	O41949	9606	33708
Q4J6C6	P03508	9606	211044
O15287	B2BTY8	9606	381512
O75569	B2BTY8	9606	381512
P19838	P03193	9606	10377
P19838	P08393	9606	10298
P19838	P08563	9606	11043
O14818	B4URF5	9606	382835
P20290	P04585	9606	11676
P15104	B4URF7	9606	382835
P29692	B4URF7	9606	382835
P55769	P04591	9606	11706
Q9UQF2	P20505	9606	10249
P55957	P03495	9606	381517
Q9NX74	Q3SBS4	9606	329599
Q9BSY4	Q3SBS5	9606	329599
Q4J6C6	Q3SBS5	9606	329599
P21333	O41962	9606	33708
P62829	P12418	9606	10886
Q71U36	P12418	9606	10886
Q8N163	P12418	9606	10886
P62937	P12497	9606	11698
Q9BZK7	P12504	9606	11698
Q9UNE7	P12504	9606	11698
P13051	P12520	9606	11698
P17152	P12520	9606	11698
Q13724	P12520	9606	11698
Q9NX00	P12520	9606	11698
P22626	P21605	9606	10254
P38159	P21605	9606	10254
P61978	P21605	9606	10254
P67809	P21605	9606	10254
P68371	P21605	9606	10254
Q12905	P21605	9606	10254
Q12906	P21605	9606	10254
Q14103	P21605	9606	10254
Q14444	P21605	9606	10254
P22061	P21698	9606	11589
P34932	P21698	9606	11589
P48643	P21698	9606	11589
P49368	P21698	9606	11589
P50990	P21698	9606	11589
P50991	P21698	9606	11589
P52948	P21698	9606	11589
P68371	P21698	9606	11589
P78371	P21698	9606	11589
P78406	P21698	9606	11589
Q13509	P21698	9606	11589
Q16698	P21698	9606	11589
Q709F0	P21698	9606	11589
Q71U36	P21698	9606	11589
Q9Y4L1	P21698	9606	11589
O00571	B8PZP3	9606	132487
P11021	B8PZP3	9606	132487
P13645	B8PZP3	9606	132487
P36957	B8PZP3	9606	132487
P85037	B8PZP3	9606	132487
Q01167	B8PZP3	9606	132487
Q12959	P17386	9606	10585
Q05086	P17386	9606	10585
Q14257	P17386	9606	10585
P07437	B9VXK6	9606	10363
P11021	B9VXK6	9606	10363
P50395	B9VXK6	9606	10363
P61026	B9VXK6	9606	10363
Q14790	B9VXK6	9606	10363
Q70EL1	B9VXK6	9606	10363
Q71U36	B9VXK6	9606	10363
Q9NUL7	B9VXK6	9606	10363
Q9NVI7	B9VXK6	9606	10363
P21912	P03508	9606	211044
P17844	P12792	9606	28292
P17987	P12792	9606	28292
P34931	P12792	9606	28292
P35637	P12792	9606	28292
P41091	P12792	9606	28292
